1000	642
2000	2476
3000	8367
4000	13041
5000	19676
6000	27381
7000	37221
8000	49378
9000	57800
10000	75108
11000	82980
12000	95189
13000	110670
14000	124943
15000	144717
16000	163327
17000	182305
18000	203507
19000	225559
20000	255535
21000	282971
22000	305292
23000	334860
24000	362598
25000	387390
26000	429673
27000	456716
28000	492529
29000	523316
